lines of code,class,print(,__future__,xrange, range,"u""",print ,unicode(,__next__(,raw_input(,explanation
if not reply.startswith(u'Accept:EV340'):,2,,,,,u'Accept:EV340'):,,,,,u'Accept:EV340'):
"source_suffix = [u'.rst', u'.md']",2,,,,,"u'.rst',",,,,,"u'.rst',"
"assert isinstance(cmd, str), \",2,,,,,,,,,,
"ktype, kcontent = data.split(u"":"", 1)",2,,,,,"u"":"",",,,,,"u"":"","
"u""callback must be a callable""",2,,,,,"u""callback",,,,,"u""callback"
"def ramp_down_time(self, value):",2,,,,,,,,,,
elif op == u'>':,2,,,,,u'>':,,,,,u'>':
STRING_TO_VALUE = '\x07',2,,,,,,,,,,
def sleep(self):,2,,,,,,,,,,
@_(u'NUMBER'),2,,,,,u'NUMBER'),,,,,u'NUMBER')
opSound = '\x94'  # SOUND,2,,,,,,,,,,
"u'os_build',",2,,,,,"u'os_build',",,,,,"u'os_build',"
u'{:02X}'.format(rc) +,2,,,,,u'{:02X}'.format(rc),,,,,u'{:02X}'.format(rc)
"if tone == u""p"":",2,,,,,"u""p"":",,,,,"u""p"":"
"(u""time_to_live"", c_ubyte),",2,,,,,"u""time_to_live"",",,,,,"u""time_to_live"","
"self._introspection[u""mem_free""],",2,,,,,"u""mem_free""],",,,,,"u""mem_free""],"
u'blue_down',2,,,,,u'blue_down',,,,,u'blue_down'
"0x85: u""FC"",        0x8A: u""manet"",       0x87: u""Mobility Header"",",2,,,,,"u""FC"",",,,,,"u""FC"","
"Lb=tk.Listbox(self, width=14, selectmode=u'multiple')",2,,,,,u'multiple'),,,,,u'multiple')
self._current_movement[u'duration_rest'] = (,2,,,,,u'duration_rest'],,,,,u'duration_rest']
"def port_left(self, value):",2,,,,,,,,,,
elif branch[0] == u'Until':,2,,,,,u'Until':,,,,,u'Until':
"client.send(inpt + ("""" if inpt.endswith(EOL) else EOL))",2,,,,,,,,,,
opBp_Set = '\x8C',2,,,,,,,,,,
"self.titlePage2 = QLabel(u"" Calorimenter"")",2,,,,,"u"" Calorimenter"")",,,,,"u"" Calorimenter"")"
"0x48: u""CPNX"",      0x49: u""CPHB"",        0x4A: u""WSN"",",2,,,,,"u""CPNX"",",,,,,"u""CPNX"","
"u'nack': 0x1f.to_bytes(length=1, byteorder=u'little')",2,,,,,u'nack':,,,,,u'nack':
"value = self.builder.icmp_signed(u'>',lhs,rhs)",2,,,,,"u'>',lhs,rhs)",,,,,"u'>',lhs,rhs)"
def close(self):,2,,,,,,,,,,
"self.protocol = self.protocols[self.raw_protocol] if self.raw_protocol in self.protocols else u""Unknown""",2,,,,,"u""Unknown""",,,,,"u""Unknown"""
u' already exists',2,,,,,u' already,,,,,u' already
"text=u'Other information',",2,,,,,u'Other,,,,,u'Other
target_pos_inner = cur_mov[u'target_motor_pos'][0],2,,,,,u'target_motor_pos'][0],,,,,u'target_motor_pos'][0]
ICON_SOUND = '\x05',2,,,,,,,,,,
u'position must be an int value',2,,,,,u'position,,,,,u'position
"assert port in (PORT_A, PORT_B, PORT_C, PORT_D), u""incorrect port""",2,,,,,"u""incorrect",,,,,"u""incorrect"
opJr_Gteq16 = '\x79',2,,,,,,,,,,
"self.parser.add_argument(u""-k"", u""--api-key"", type = unicode, help = u""The API key assigned to you by FullContact. It is used to identify and authorize your request. Your API key should be kept private, and should never be displayed publicly."", required = True)",2,,,,,"u""-k"",",,,,,"u""-k"","
"u'name',",2,,,,,"u'name',",,,,,"u'name',"
READY_RAW = '\x1C',2,,,,,,,,,,
"with open(path + u'.rsf', u'rb') as file:",2,,,,,"u'.rsf',",,,,,"u'.rsf',"
if 'port_right' in _3to2kwargs: port_right = _3to2kwargs['port_right']; del _3to2kwargs['port_right'],2,,,,,,,,,,
"u'<2i',",2,,,,,"u'<2i',",,,,,"u'<2i',"
def decorator(func):,2,,,,,,,,,,
"address = address if address else int(memory_map[0][u'address'], 0)",2,,,,,"u'address'],",,,,,"u'address'],"
RESIZE = '\x05',2,,,,,,,,,,
"until_loop_otherwise = self.builder.append_basic_block(u""until_loop_otherwise""+unicode(self.i))",2,,,,,"u""until_loop_otherwise""+unicode(self.i))",,unicode(,,,"u""until_loop_otherwise""+unicode(self.i)) unicode("
"assert isinstance(value, int), u'value must be an integer'",2,,,,,u'value,,,,,u'value
"@_(u'expr PLUS expr',",2,,,,,u'expr,,,,,u'expr
SET_PASSKEY = '\x06',2,,,,,,,,,,
WARNING_TEMP = '\x01',2,,,,,,,,,,
opInput_Ready = '\x9C',2,,,,,,,,,,
tmp=info[0]+u':'+EOF_list[i],2,,,,,u':'+EOF_list[i],,,,,u':'+EOF_list[i]
"RGBColor = namedtuple(u'RGBColor', [",2,,,,,"u'RGBColor',",,,,,"u'RGBColor',"
TST_BOOT_MODE2 = '\x14',2,,,,,,,,,,
"actions.add_argument(u""-t"", u""--twitter"", type = unicode, metavar = u""username"", help = u""Request information about a specific person by twitter."")",2,,,,,"u""-t"",",,,,,"u""-t"","
"elif ct.split(u""/"")[0] == u""text"" and ct.endswith(u""html""):",2,,,,,"u""/"")[0]",,,,,"u""/"")[0]"
opRl16 = '\x2D',2,,,,,,,,,,
GET_LBATT = '\x12',2,,,,,,,,,,
opDiv8 = '\x1C',2,,,,,,,,,,
"assert isinstance(value, Number), u""delta_time must be a number""",2,,,,,"u""delta_time",,,,,"u""delta_time"
ICON_ADD_HIDDEN = '\x0C',2,,,,,,,,,,
"self._introspection[u""network_mac_adr""],",2,,,,,"u""network_mac_adr""],",,,,,"u""network_mac_adr""],"
"rtp_list.append(rtp.payload.split(u"":""))",2,,,,,"u"":""))",,,,,"u"":""))"
"u""value of sync_mode: "" + value + u"" is invalid""",2,,,,,"u""value",,,,,"u""value"
port_str = u'PORT_B',2,,,,,u'PORT_B',,,,,u'PORT_B'
"self._introspection[u""fw_build""] = fw_build.split('\x00')[0].decode(u""utf8"")",2,,,,,"u""fw_build""]",,,,,"u""fw_build""]"
"verbosity = None,",2,,,,,,,,,,
self._current_movement[u'last_position'] = current_position,2,,,,,u'last_position'],,,,,u'last_position']
params = branch[1][u'def_params'],2,,,,,u'def_params'],,,,,u'def_params']
"Pointfloat = group(ur'[0-9](?:_?[0-9])*\.(?:[0-9](?:_?[0-9])*)?',",2,,,,,,,,,,
"command=lambda: self.controller.show_frame(u""Step1""))",2,,,,,"u""Step1""))",,,,,"u""Step1""))"
EXIST = '\x10',2,,,,,,,,,,
print u'BASIC FIT CALCULATOR WITH MMC/LMC AND CLEARANCE/ALLOWANCE',2,,,,,u'BASIC,print u'BASIC FIT CALCULATOR WITH MMC/LMC AND CLEARANCE/ALLOWANCE',,,,u'BASIC print u'BASIC FIT CALCULATOR WITH MMC/LMC AND CLEARANCE/ALLOWANCE'
u'''Show a frame for the given page name''',2,,,,,u'''Show,,,,,u'''Show
"u""turn needs to be an integer""",2,,,,,"u""turn",,,,,"u""turn"
SET_VOLUME = '\x05',2,,,,,,,,,,
"scale1.config(state=u""disabled"")",2,,,,,"u""disabled"")",,,,,"u""disabled"")"
VALUEF = '\x0C',2,,,,,,,,,,
"''.join([command.to_bytes(1, u'big'), self._checksum(command)]))",2,,,,,"u'big'),",,,,,"u'big'),"
print u'error File',2,,,,,u'error,print u'error File',,,,u'error print u'error File'
"self.dscp = phbs[self.raw_dscp] if self.raw_dscp in phbs else u""Unknown PHB""",2,,,,,"u""Unknown",,,,,"u""Unknown"
print u'\nNOTE: Hole LMC will be the LARGER value',2,,,,,u'\nNOTE:,print u'\nNOTE: Hole LMC will be the LARGER value',,,,u'\nNOTE: print u'\nNOTE: Hole LMC will be the LARGER value'
"with open(path_source, u'rb') as f:",2,,,,,u'rb'),,,,,u'rb')
"else: color =  u""white""",2,,,,,"u""white""",,,,,"u""white"""
ROUND = '\x05'  # !< Round r = round(x),2,,,,,,,,,,
"0x2D: u""IDRP"",      0x2E: u""RSVP"",        0x2F: u""GREs"",",2,,,,,"u""IDRP"",",,,,,"u""IDRP"","
opObject_Stop = '\x04',2,,,,,,,,,,
"self._introspection[u""sensors""][ports[i]] = {",2,,,,,"u""sensors""][ports[i]]",,,,,"u""sensors""][ports[i]]"
"sys.path.insert(0, os.path.abspath(u'../..'))",2,,,,,u'../..')),,,,,u'../..'))
"t[os.path.splitext(os.path.basename(fullname))[0]] = (command.__doc__ or u""No description available."").split(u""\n"", 1)[0]",2,,,,,"u""No",,,,,"u""No"
"u'heading',",2,,,,,"u'heading',",,,,,"u'heading',"
"u'step3_right': step3_right,",2,,,,,u'step3_right':,,,,,u'step3_right':
"u'expr DIVIDE expr',",2,,,,,u'expr,,,,,u'expr
"except Exception, ex:",2,,,,,,,,,,
@_(u'statement'),2,,,,,u'statement'),,,,,u'statement')
opUI_Read = '\x81',2,,,,,,,,,,
"u'expr GE expr',",2,,,,,u'expr,,,,,u'expr
u'distance',2,,,,,u'distance',,,,,u'distance'
path = u'../prjs/sound/tmp',2,,,,,u'../prjs/sound/tmp',,,,,u'../prjs/sound/tmp'
"btn2=tk.Button(self, text=u"" Next >"",",2,,,,,"u"" Next",,,,,"u"" Next"
"raise ValueError(u""Invalid IP address: %s"" % address)",2,,,,,"u""Invalid",,,,,"u""Invalid"
"super(Motor, self).__init__(protocol=protocol, host=host, ev3_obj=ev3_obj)",2,,,,,,,,,,
"flags_set = dict(ifilter(lambda x: x[1] != 0, self.flags.items()))",2,,,,,,,,,,
WARNING_BUSY = '\x80',2,,,,,,,,,,
CREATE16 = '\x02',2,,,,,,,,,,
RECT = '\x0A',2,,,,,,,,,,
else: lang = None,2,,,,,,,,,,
READY_SI = '\x1D',2,,,,,,,,,,
"u""port_left needs to be one of (PORT_A, PORT_B, PORT_C, PORT_D)""",2,,,,,"u""port_left",,,,,"u""port_left"
"self.parser.add_argument(u""-eF"", u""--edns-flags"", type=int, help=u""The EDNS flags."")",2,,,,,"u""-eF"",",,,,,"u""-eF"","
"fnty = ir.FunctionType(self.type_map[u'int'], [ir.IntType(8).as_pointer()], var_arg=True)",2,,,,,"u'int'],",,,,,"u'int'],"
VALUE = '\x08',2,,,,,,,,,,
"for name in ifilter(lambda name: name.endswith(u"".py""), filenames):",2,,,,,"u"".py""),",,,,,"u"".py""),"
"btn_create.grid(row=8, column=7, sticky=u'e')",2,,,,,u'e'),,,,,u'e')
DEBUG_SLOT = '\x04',2,,,,,,,,,,
opXor16 = '\x29',2,,,,,,,,,,
WRITE_CONTENT = '\x0E',2,,,,,,,,,,
def rgb(self):,2,,,,,,,,,,
"return (u'If',{u'body':body,u'test':test,u'orelse':orelse})",2,,,,,"u'If',{u'body':body,u'test':test,u'orelse':orelse})",,,,,"u'If',{u'body':body,u'test':test,u'orelse':orelse})"
u'protocol needs to be of type str',2,,,,,u'protocol,,,,,u'protocol
"parameters = ''.join([(end - start).to_bytes(2, u'big'), *sectors])",2,,,,,"u'big'),",,,,,"u'big'),"
opMul32 = '\x1A',2,,,,,,,,,,
"u'step2_left': step2_left,",2,,,,,u'step2_left':,,,,,u'step2_left':
opCom_Readdata = '\xD1',2,,,,,,,,,,
"u'fw_version',",2,,,,,"u'fw_version',",,,,,"u'fw_version',"
def angle(self):,2,,,,,,,,,,
if 'channel' in _3to2kwargs: channel = _3to2kwargs['channel']; del _3to2kwargs['channel'],2,,,,,,,,,,
u':'.join(u'{:02X}'.format(byte) for byte in reply[5:6]) +,2,,,,,u':'.join(u'{:02X}'.format(byte),,,,,u':'.join(u'{:02X}'.format(byte)
"print u""Both shaft values must either a number or ?""",2,,,,,"u""Both","print u""Both shaft values must either a number or ?""",,,,"u""Both print u""Both shaft values must either a number or ?"""
def state(self):,2,,,,,,,,,,
TYPE_USBSTICK = '\x20',2,,,,,,,,,,
"def _serial_read(self, amount = 0):",2,,,,,,,,,,
if 'check' in _3to2kwargs: check = _3to2kwargs['check']; del _3to2kwargs['check'],2,,,,,,,,,,
"until_loop_entry = self.builder.append_basic_block(u""until_loop_entry""+unicode(self.inc()))",2,,,,,"u""until_loop_entry""+unicode(self.inc()))",,unicode(,,,"u""until_loop_entry""+unicode(self.inc())) unicode("
"units = kwargs.get(u'units', None)",2,,,,,"u'units',",,,,,"u'units',"
"load_command.add_argument(u'-m', u'--memory-map', default=None,",2,,,,,"u'-m',",,,,,"u'-m',"
else: duration =  None,2,,,,,,,,,,
"u'|',; sys.stdout.write(u'')",2,,,,,"u'|',;",,,,,"u'|',;"
"u'parity': u'E',",2,,,,,u'parity':,,,,,u'parity':
if 'local' in _3to2kwargs: local = _3to2kwargs['local']; del _3to2kwargs['local'],2,,,,,,,,,,
"if unicode(e) != u""issubclass() arg 1 must be a class"":",2,,,,,"u""issubclass()",,unicode(,,,"u""issubclass() unicode("
if 'ramp_down' in _3to2kwargs: ramp_down = _3to2kwargs['ramp_down']; del _3to2kwargs['ramp_down'],2,,,,,,,,,,
WARNING_DSPSTAT = '\x10',2,,,,,,,,,,
ICON_RUN = '\x00',2,,,,,,,,,,
"u""value is not an allowed port""",2,,,,,"u""value",,,,,"u""value"
TST_WRITE_PINS = '\x0D',2,,,,,,,,,,
autoclass_content = u'both',2,,,,,u'both',,,,,u'both'
"u""reply needs to be of type bool""",2,,,,,"u""reply",,,,,"u""reply"
"(u""c''"", 2),",2,,,,,"u""c''"",",,,,,"u""c''"","
"(u""raw_protocol"", c_ubyte),",2,,,,,"u""raw_protocol"",",,,,,"u""raw_protocol"","
"Remote = namedtuple(u'Remote', [",2,,,,,"u'Remote',",,,,,"u'Remote',"
elif op == u'*':,2,,,,,u'*':,,,,,u'*':
cmd = ''.join((,2,,,,,,,,,,
"u"" when reading file "" +",2,,,,,"u"" when",,,,,"u"" when"
"btn_create.config(state=u""disabled"")",2,,,,,"u""disabled"")",,,,,"u""disabled"")"
"self.polar_tmp=[u'vv',u'vh',u'hv',u'hh']",2,,,,,"u'vv',u'vh',u'hv',u'hh']",,,,,"u'vv',u'vh',u'hv',u'hh']"
u'polarity_right must be an integer',2,,,,,u'polarity_right,,,,,u'polarity_right
"u'<3i2B',",2,,,,,"u'<3i2B',",,,,,"u'<3i2B',"
class EV3(object):,2,,,,,,,,,,
"self.private_key = {u""type"": ktype, u""content"": kcontent}",2,,,,,"u""type"":",,,,,"u""type"":"
self.groupBox4 = QGroupBox(u''),2,,,,,u''),,,,,u'')
@_(u'MINUS FLOAT'),2,,,,,u'MINUS,,,,,u'MINUS
opMemory_Write = '\x7E',2,,,,,,,,,,
ops_set = ''.join((,2,,,,,,,,,,
"(u""c''"", 0.75),",2,,,,,"u""c''"",",,,,,"u""c''"","
"u'Voice as',",2,,,,,u'Voice,,,,,u'Voice
"rawclose = rawclose1.decode(u""utf-8"") + rawclose2.decode(u""utf-8"")",2,,,,,"u""utf-8"")",,,,,"u""utf-8"")"
"ax1.plot(xar,yar2,label=u'Analog Temperature2',linewidth=2)",2,,,,,u'Analog,,,,,u'Analog
"QMessageBox.about(self, u""Error2!"", u""Error2, check the usb connection, then click 'Refresh Port'"")",2,,,,,"u""Error2!"",",,,,,"u""Error2!"","
"value,Type = branch[1][u'value'],self.type_map[u'float']",2,,,,,"u'value'],self.type_map[u'float']",,,,,"u'value'],self.type_map[u'float']"
def network(self):,2,,,,,,,,,,
LED_LG = '\x04'  # Left green,2,,,,,,,,,,
"return utils.data(u'Name',p.NAME)",2,,,,,"u'Name',p.NAME)",,,,,"u'Name',p.NAME)"
"if path.endswith(u""/""):",2,,,,,"u""/""):",,,,,"u""/""):"
for i in xrange (len(self.polar_tmp)):,2,,,xrange (,,,,,,,xrange (
ADD = '\x02',2,,,,,,,,,,
if u'last' in self._current_movement:,2,,,,,u'last',,,,,u'last'
"assert isinstance(msg_cnt, str), \",2,,,,,,,,,,
"if u""upbeat"" in song:",2,,,,,"u""upbeat""",,,,,"u""upbeat"""
DEVCMD_CHANNEL = '\x12'  # UART device channel (IR seeker),2,,,,,,,,,,
info1=unicode(info1),2,,,,,,,unicode(,,,unicode(
PORT_3 = '\x02',2,,,,,,,,,,
"if isinstance(value, unicode):",2,,,,,,,,,,
"if port == u""default"":",2,,,,,"u""default"":",,,,,"u""default"":"
"def __new__(self, buffer = """"):",2,,,,,,,,,,
"self.option_class = dict((v.value, k) for k, v in self.Classes.__members__.items())[self._opt_class]",2,,,,,,,,,,
"elif tone.startswith(u""b""):",2,,,,,"u""b""):",,,,,"u""b""):"
"self._physical_ev3._introspection[u""fw_build""],",2,,,,,"u""fw_build""],",,,,,"u""fw_build""],"
def next_part():,2,,,,,,,,,,
opUI_Write = '\x82',2,,,,,,,,,,
CODE = '\x0E',2,,,,,,,,,,
"if css: url += u""&css="" + css",2,,,,,"u""&css=""",,,,,"u""&css="""
MOD32 = '\x13'  # !< Modulo DATA32 r = x % y,2,,,,,,,,,,
CAL_MAX = '\x08',2,,,,,,,,,,
opSelect16 = '\x5D',2,,,,,,,,,,
"ax1.legend(loc=u""upper left"")",2,,,,,"u""upper",,,,,"u""upper"
"def dump(self, dfu, args):",2,,,,,,,,,,
"newzone = unicode(vin(u""Target timezone [UTC]"", u""UTC""))",2,,,,,"u""Target",,unicode(,,,"u""Target unicode("
ICON_DISCONNECT = '\x11',2,,,,,,,,,,
"ct = response.headers.get(u""Content-Type"", u""text/html"").split(u"";"")[0]",2,,,,,"u""Content-Type"",",,,,,"u""Content-Type"","
opReadF = '\xCB',2,,,,,,,,,,
GET_RAW = '\x0B',2,,,,,,,,,,
if 'tld' in _3to2kwargs: tld = _3to2kwargs['tld']; del _3to2kwargs['tld'],2,,,,,,,,,,
TRUNC = '\x15'  # !< Truncate r = (float)((int)(x * pow(y))) / pow(y),2,,,,,,,,,,
@_(u'MINUS NUMBER'),2,,,,,u'MINUS,,,,,u'MINUS
"0x36: u""NARP"",      0x37: u""MOBILE"",      0x38: u""TLSP"",",2,,,,,"u""NARP"",",,,,,"u""NARP"","
self.listLabel3 = QLabel(u''),2,,,,,u''),,,,,u'')
"u""value of sync_mode: "" + sync_mode + u"" is invalid""",2,,,,,"u""value",,,,,"u""value"
SICON_BT_VISIBLE = '\x09',2,,,,,,,,,,
u':'.join(u'{:02X}'.format(byte) for byte in reply[0:2]) +,2,,,,,u':'.join(u'{:02X}'.format(byte),,,,,u':'.join(u'{:02X}'.format(byte)
"label.grid(row=2, column=3, columnspan=5, sticky=u'w')",2,,,,,u'w'),,,,,u'w')
u'polarity_left must be an integer',2,,,,,u'polarity_left,,,,,u'polarity_left
"u'-filter:a', u'volume=1.5',",2,,,,,"u'-filter:a',",,,,,"u'-filter:a',"
"Memory = namedtuple(u'Memory', [",2,,,,,"u'Memory',",,,,,"u'Memory',"
"info2=eval(u""info2[0:4]+info2[5:7]+info2[8:10]"")",2,,,,,"u""info2[0:4]+info2[5:7]+info2[8:10]"")",,,,,"u""info2[0:4]+info2[5:7]+info2[8:10]"")"
"self._checksum(address.to_bytes(4, u'big'))]))",2,,,,,u'big'))])),,,,,u'big'))]))
"g=open(proc_sh,u'w')",2,,,,,u'w'),,,,,u'w')
"super(_Tracking, self).__init__()",2,,,,,,,,,,
"super(Sound, self).__init__(",2,,,,,,,,,,
picon1 = u'001-temperature.png',2,,,,,u'001-temperature.png',,,,,u'001-temperature.png'
"super(server, self).__init__(*args, **kwargs)",2,,,,,,,,,,
"u'ffmpeg',",2,,,,,"u'ffmpeg',",,,,,"u'ffmpeg',"
"port_str = u'PORT_' + unicode(1 + struct.unpack(u""B"", self._port)[0])",2,,,,,u'PORT_',,unicode(,,,u'PORT_' unicode(
"def pprint(obj, depth = 0):",2,,,,,,,,,,
def system(self):,2,,,,,,,,,,
self.listLabel1 = QLabel(u'Calorimeter'),2,,,,,u'Calorimeter'),,,,,u'Calorimeter')
OK = '\x00'  # No errors to report,2,,,,,,,,,,
@_(u'FLOAT'),2,,,,,u'FLOAT'),,,,,u'FLOAT')
GET_FOLDERS = '\x0D',2,,,,,,,,,,
"label=tk.Label(self, text=u'Do you want to use Enhanced Spectral diversity (ESD)?')",2,,,,,u'Do,,,,,u'Do
RUNNING = '\x10'  # Object code is running,2,,,,,,,,,,
SYSTEM_NO_PERMISSION = '\x05',2,,,,,,,,,,
"def polarity_left(self, value):",2,,,,,,,,,,
opObject_End = '\x0A',2,,,,,,,,,,
"print f""[i] Request results for Phone Number based Person Lookup:""",2,,,,,,"print f""[i] Request results for Phone Number based Person Lookup:""",,,,"print f""[i] Request results for Phone Number based Person Lookup:"""
"(u""f'"", 1)",2,,,,,"u""f'"",",,,,,"u""f'"","
"u'step2_right': step2_right,",2,,,,,u'step2_right':,,,,,u'step2_right':
htmlhelp_basename = u'ev3_dcdoc',2,,,,,u'ev3_dcdoc',,,,,u'ev3_dcdoc'
"address_families.add_argument(u""-6"", u""--ipv6"", action = u""store_true"", help = u""Use IPv6 instead of IPv4. (AddressFamily: AF_INET6)"")",2,,,,,"u""-6"",",,,,,"u""-6"","
tmp=tmp+polar_check[i]+u'  ',2,,,,,u'  ',,,,,u'  '
"assert isinstance(path_dest, unicode), \",2,,,,,,,,,,
"results = censys.ipv4.search(f""{fingerprint}"", fields = [u""443.https.tls.certificate.parsed.extensions.subject_alt_name.dns_names"", u""443.https.tls.certificate.parsed.names"", u""ip""])",2,,,,,"u""443.https.tls.certificate.parsed.extensions.subject_alt_name.dns_names"",",,,,,"u""443.https.tls.certificate.parsed.extensions.subject_alt_name.dns_names"","
"u'42s42s42s',",2,,,,,"u'42s42s42s',",,,,,"u'42s42s42s',"
TERMINAL = '\x1F',2,,,,,,,,,,
"u""tempo"": 130,",2,,,,,"u""tempo"":",,,,,"u""tempo"":"
opCp_LteqF = '\x57',2,,,,,,,,,,
"sentval = u""null""",2,,,,,"u""null""",,,,,"u""null"""
"u'duration': duration,",2,,,,,u'duration':,,,,,u'duration':
"u'fw_build',",2,,,,,"u'fw_build',",,,,,"u'fw_build',"
"with open(path_source, u'rb') as f:",2,,,,,u'rb'),,,,,u'rb')
"btn1=tk.Button(self, text=u""< Previous "",",2,,,,,"u""<",,,,,"u""<"
NORMAL_ICON = '\x00'  # 24x12_Files_Folders_Settings.bmp,2,,,,,,,,,,
"pack(u'H', size),",2,,,,,"u'H',",,,,,"u'H',"
"(u""f'"", 2),",2,,,,,"u""f'"",",,,,,"u""f'"","
def rate(self):,2,,,,,,,,,,
print ex,2,,,,,,print ex,,,,print ex
"u'Port_B',",2,,,,,"u'Port_B',",,,,,"u'Port_B',"
"self._introspection[u""sleep""],",2,,,,,"u""sleep""],",,,,,"u""sleep""],"
self.atemVal2 = QLabel(unicode(y2) +  u' °' ),2,,,,,u' °',,unicode(,,,u' °' unicode(
SCREEN_BLOCK = '\x10',2,,,,,,,,,,
"resolver.timeout = arguments.get(u""timeout"")",2,,,,,"u""timeout"")",,,,,"u""timeout"")"
op = branch[1][u'op'],2,,,,,u'op'],,,,,u'op']
"pids = lambda: stem.util.system.pid_by_name(u""tor"", multiple = True)",2,,,,,"u""tor"",",,,,,"u""tor"","
"u""speed needs to be positive""",2,,,,,"u""speed",,,,,"u""speed"
_SYSTEM_REPLY_ERROR = '\x05',2,,,,,,,,,,
"ASYNC = u'ASYNC'  # reply if global_mem, never wait for reply",2,,,,,u'ASYNC',,,,,u'ASYNC'
opSubF = '\x17',2,,,,,,,,,,
"btn_polar_check=tk.Button(self, text=u""Polarization"", command=lambda *args:Display(1))",2,,,,,"u""Polarization"",",,,,,"u""Polarization"","
"self.title_font = tkFont.Font(family=u'Helvetica',",2,,,,,"u'Helvetica',",,,,,"u'Helvetica',"
u':'.join(u'{:02X}'.format(byte) for byte in cmd[0:2]) + u'|' +,2,,,,,u':'.join(u'{:02X}'.format(byte),,,,,u':'.join(u'{:02X}'.format(byte)
GET_MINMAX = '\x1E',2,,,,,,,,,,
"u'channel must be one of (1, 2, 3, 4)'",2,,,,,u'channel,,,,,u'channel
self.refreshButton = QPushButton(u'Refresh Port'),2,,,,,u'Refresh,,,,,u'Refresh
"rhs, rhs_type = self.visit_value(branch[1][u'rhs'])",2,,,,,u'rhs']),,,,,u'rhs'])
GET_SUBFOLDER_NAME = '\x0F',2,,,,,,,,,,
SYSTEM_ILLEGAL_FILENAME = '\x0B',2,,,,,,,,,,
SICON_WIFI_2 = '\x0D',2,,,,,,,,,,
STOP = '\x04'  # Stopped,2,,,,,,,,,,
opInput_ReadSI = '\x9D',2,,,,,,,,,,
"u'angle',",2,,,,,"u'angle',",,,,,"u'angle',"
"def _send_command(self, command):",2,,,,,,,,,,
step2 = cur_mov[u'step2_right'],2,,,,,u'step2_right'],,,,,u'step2_right']
BROWSE_FOLDS_FILES = '\x01'  # folders and files,2,,,,,,,,,,
GET_INCOMING = '\x13',2,,,,,,,,,,
"print u""Scraping: "" + pcap_file",2,,,,,"u""Scraping:","print u""Scraping: "" + pcap_file",,,,"u""Scraping: print u""Scraping: "" + pcap_file"
TO_SDCARD = '\x0F',2,,,,,,,,,,
"0x09: u""IGP"",       0x0A: u""BBN-RCC-MON"", 0x0B: u""NVP-II"",",2,,,,,"u""IGP"",",,,,,"u""IGP"","
raise SensorError(u'no touch connected at ' + port_str),2,,,,,u'no,,,,,u'no
ICON_STAR = '\x00',2,,,,,,,,,,
g.write(u'preproc_batch_tops.csh data.in dem.grd 1\n'),2,,,,,u'preproc_batch_tops.csh,,,,,u'preproc_batch_tops.csh
opJr = '\x40'  # BRANCH,2,,,,,,,,,,
tmp=Dir_EOF+u'/'+S1AB+u'*'+info1+u'*'+info2+u'*',2,,,,,u'/'+S1AB+u'*'+info1+u'*'+info2+u'*',,,,,u'/'+S1AB+u'*'+info1+u'*'+info2+u'*'
"u'''stops the current motor movements, sets or releases brake",2,,,,,u'''stops,,,,,u'''stops
ICON_WAIT1 = '\x14',2,,,,,,,,,,
opDo = '\x0F',2,,,,,,,,,,
target_pos_outer = cur_mov[u'target_motor_pos'][1],2,,,,,u'target_motor_pos'][1],,,,,u'target_motor_pos'][1]
"u""direct command {:02X}:{:02X} replied error"".format(",2,,,,,"u""direct",,,,,"u""direct"
"u""local_mem has a maximum of 63""",2,,,,,"u""local_mem",,,,,"u""local_mem"
self._current_movement[u'started_at'],2,,,,,u'started_at'],,,,,u'started_at']
TYPE_TEXT = '\x07',2,,,,,,,,,,
TESTLONGPRESS = '\x0D',2,,,,,,,,,,
def speed(self):,2,,,,,,,,,,
"u'Christoph Gaukel', u'manual'),",2,,,,,u'Christoph,,,,,u'Christoph
opInput_Test = '\x9B',2,,,,,,,,,,
"shaft_lmc = vin(u""Shaft LMC"", u""?"", units=u""in"")",2,,,,,"u""Shaft",,,,,"u""Shaft"
"self._physical_ev3._introspection[u""sensors""][self._port][u'used_by'] = None",2,,,,,"u""sensors""][self._port][u'used_by']",,,,,"u""sensors""][self._port][u'used_by']"
"super(TwoWheelVehicle, self).__init__(protocol=protocol, host=host, ev3_obj=ev3_obj)",2,,,,,,,,,,
"(master_doc, u'ev3_dc.tex', u'ev3\\_dc Documentation',",2,,,,,"u'ev3_dc.tex',",,,,,"u'ev3_dc.tex',"
"struct.pack(u'<I', size),      # SIZE",2,,,,,"u'<I',",,,,,"u'<I',"
"super(Sound, self).__del__()",2,,,,,,,,,,
"btn_create.grid(row=3, column=10, sticky=u'e')",2,,,,,u'e'),,,,,u'e')
"@_retry(_RETRIES, u'send dfu command', _serial_flush)",2,,,,,u'send,,,,,u'send
